P1_Easy_EDA,P10_Hard_EDA,P10_Easy_EDA,P9_Hard_EDA,P9_Easy_EDA,P8_Hard_EDA,P8_Easy_EDA,P7_Hard_EDA,P7_Easy_EDA,P6_Hard_EDA,P6_Easy_EDA,P5_Hard_EDA,P5_Easy_EDA,P4_Hard_EDA,P4_Easy_EDA,P3_Hard_EDA,P3_Easy_EDA,P2_Hard_EDA,P2_Easy_EDA,P1_Hard_EDA
0.075589,0.1089,0.06534,0.094801,0.13068,1.571158,2.477455,0.5358310000000001,0.643151,0.032029,0.032029,0.025624,0.030748,0.06918400000000001,0.025624,0.028186000000000003,0.029467,0.6920609999999999,0.9804360000000001,0.060215
0.071746,0.1089,0.06534,0.092239,0.12939900000000001,1.56219,2.478736,0.531987,0.639307,0.028186000000000003,0.030748,0.025624,0.028186000000000003,0.06918400000000001,0.024342,0.025624,0.026905000000000002,0.6907800000000001,1.025277,0.060215
0.073027,0.114025,0.064059,0.092239,0.13068,1.559627,2.488985,0.533269,0.638026,0.032029,0.029467,0.025624,0.029467,0.067902,0.023061,0.028186000000000003,0.028186000000000003,0.6907800000000001,1.034246,0.060215
0.073027,0.11658699999999998,0.06534,0.09352,0.13068,1.566033,2.51589,0.533269,0.639307,0.029467,0.032029,0.026905000000000002,0.028186000000000003,0.070465,0.024342,0.026905000000000002,0.026905000000000002,0.688217,1.036808,0.061496
0.074308,0.122993,0.06534,0.09352,0.12939900000000001,1.566033,2.508203,0.533269,0.640588,0.032029,0.030748,0.026905000000000002,0.029467,0.06918400000000001,0.024342,0.028186000000000003,0.028186000000000003,0.686936,1.041933,0.058934
0.071746,0.128118,0.064059,0.092239,0.12939900000000001,1.5826879999999999,2.5017970000000003,0.533269,0.639307,0.032029,0.032029,0.026905000000000002,0.028186000000000003,0.06918400000000001,0.024342,0.028186000000000003,0.026905000000000002,0.6843739999999999,1.036808,0.060215
0.073027,0.134524,0.06534,0.092239,0.13068,1.596781,2.518452,0.53455,0.636745,0.030748,0.030748,0.025624,0.029467,0.06918400000000001,0.023061,0.028186000000000003,0.028186000000000003,0.6843739999999999,1.0406520000000001,0.060215
0.071746,0.135805,0.06534,0.090958,0.12939900000000001,1.6083120000000002,2.513328,0.53455,0.635464,0.029467,0.032029,0.026905000000000002,0.028186000000000003,0.070465,0.024342,0.026905000000000002,0.026905000000000002,0.6830930000000001,1.036808,0.061496
0.073027,0.13836700000000002,0.066621,0.09352,0.12939900000000001,1.609593,2.5069220000000003,0.5358310000000001,0.6572439999999999,0.032029,0.030748,0.025624,0.029467,0.06918400000000001,0.023061,0.028186000000000003,0.028186000000000003,0.6830930000000001,1.031683,0.058934
0.073027,0.13708599999999999,0.064059,0.092239,0.13068,1.614718,2.505641,0.53455,0.6534,0.029467,0.032029,0.026905000000000002,0.026905000000000002,0.070465,0.024342,0.026905000000000002,0.026905000000000002,0.681812,1.029121,0.061496
0.073027,0.135805,0.070465,0.09352,0.13068,1.614718,2.518452,0.533269,0.632901,0.032029,0.030748,0.025624,0.028186000000000003,0.070465,0.024342,0.028186000000000003,0.028186000000000003,0.680531,1.029121,0.060215
0.074308,0.13708599999999999,0.074308,0.092239,0.13068,1.619843,2.518452,0.542237,0.635464,0.030748,0.033311,0.026905000000000002,0.028186000000000003,0.071746,0.025624,0.026905000000000002,0.026905000000000002,0.676687,1.023996,0.061496
0.071746,0.134524,0.075589,0.092239,0.12939900000000001,1.612155,2.513328,0.539675,0.635464,0.032029,0.032029,0.025624,0.029467,0.070465,0.024342,0.028186000000000003,0.028186000000000003,0.634411,1.018872,0.058934
0.073027,0.135805,0.070465,0.090958,0.13068,1.613437,2.517171,0.5448,0.6572439999999999,0.029467,0.030748,0.024342,0.025624,0.070465,0.02178,0.026905000000000002,0.026905000000000002,0.604946,1.021434,0.060215
0.073027,0.135805,0.070465,0.09352,0.13068,1.60575,2.503078,0.546081,0.666212,0.033311,0.032029,0.025624,0.028186000000000003,0.070465,0.024342,0.028186000000000003,0.028186000000000003,0.588292,1.020153,0.060215
0.074308,0.135805,0.066621,0.092239,0.13068,1.60575,2.4966720000000002,0.5448,0.668774,0.030748,0.033311,0.048685,0.026905000000000002,0.071746,0.023061,0.028186000000000003,0.028186000000000003,0.576762,1.015028,0.060215
0.074308,0.135805,0.06918400000000001,0.09352,0.12939900000000001,1.624967,2.481298,0.546081,0.671337,0.032029,0.033311,0.046122,0.029467,0.071746,0.024342,0.028186000000000003,0.028186000000000003,0.5703560000000001,1.011184,0.060215
0.071746,0.13708599999999999,0.067902,0.092239,0.13068,1.641623,2.481298,0.543519,1.0098340000000001,0.030748,0.033311,0.030748,0.026905000000000002,0.071746,0.023061,0.028186000000000003,0.028186000000000003,0.579324,1.011184,0.061496
0.071746,0.134524,0.06918400000000001,0.09352,0.13068,1.654434,2.477455,0.543519,0.608826,0.032029,0.032029,0.025624,0.028186000000000003,0.070465,0.024342,0.026905000000000002,0.028186000000000003,0.603665,1.007341,0.061496
0.075589,0.135805,0.067902,0.092239,0.13068,1.664684,2.473611,0.547362,0.5332359999999999,0.030748,0.032029,0.026905000000000002,0.028186000000000003,0.071746,0.023061,0.026905000000000002,0.028186000000000003,0.607508,1.008622,0.060215
0.071746,0.135805,0.067902,0.09352,0.13068,1.668527,2.488985,0.552487,0.535799,0.033311,0.033311,0.026905000000000002,0.029467,0.073027,0.024342,0.029467,0.030748,0.6139140000000001,1.008622,0.061496
0.074308,0.134524,0.067902,0.09352,0.13068,1.668527,2.497953,0.546081,0.534518,0.032029,0.030748,0.052528,0.028186000000000003,0.070465,0.023061,0.028186000000000003,0.028186000000000003,0.597259,1.004779,0.060215
0.073027,0.13708599999999999,0.06918400000000001,0.092239,0.131961,1.667246,2.4800169999999997,0.5512060000000001,0.534518,0.033311,0.034592000000000005,0.028186000000000003,0.029467,0.073027,0.025624,0.026905000000000002,0.028186000000000003,0.6011029999999999,1.00606,0.060215
0.073027,0.135805,0.067902,0.08967699999999999,0.134524,1.658278,2.4748919999999996,0.547362,0.5242680000000001,0.032029,0.033311,0.025624,0.028186000000000003,0.071746,0.023061,0.028186000000000003,0.028186000000000003,0.595978,1.0034969999999999,0.060215
0.074308,0.135805,0.06918400000000001,0.090958,0.13068,1.641623,2.4659240000000002,0.5486439999999999,0.521706,0.033311,0.034592000000000005,0.033311,0.029467,0.073027,0.023061,0.026905000000000002,0.026905000000000002,0.595978,1.00606,0.060215
0.075589,0.135805,0.06918400000000001,0.092239,0.13068,1.631373,2.459518,0.546081,0.519143,0.032029,0.033311,0.039716,0.028186000000000003,0.074308,0.024342,0.028186000000000003,0.026905000000000002,0.611351,1.0009350000000001,0.058934
0.074308,0.135805,0.06918400000000001,0.092239,0.131961,1.624967,2.459518,0.547362,0.520425,0.033311,0.032029,0.032029,0.029467,0.078152,0.023061,0.026905000000000002,0.026905000000000002,0.611351,0.999654,0.060215
0.073027,0.135805,0.06918400000000001,0.09352,0.13068,1.6172799999999998,2.445425,0.546081,0.521706,0.034592000000000005,0.032029,0.046122,0.028186000000000003,0.075589,0.024342,0.028186000000000003,0.028186000000000003,0.612633,0.999654,0.056372000000000005
0.070465,0.135805,0.070465,0.071742,0.131961,1.6070309999999999,2.455675,0.546081,0.522987,0.033311,0.032029,0.078152,0.029467,0.07687100000000001,0.023061,0.026905000000000002,0.026905000000000002,0.611351,0.999654,0.056372000000000005
0.073027,0.135805,0.06918400000000001,0.047401,0.135805,1.599344,2.4492689999999997,0.547362,0.546048,0.034592000000000005,0.032029,0.033311,0.028186000000000003,0.075589,0.024342,0.028186000000000003,0.028186000000000003,0.6151949999999999,0.997091,0.056372000000000005
0.074308,0.134524,0.070465,0.05380599999999999,0.131961,1.5955,2.447988,0.543519,0.560141,0.033311,0.033311,0.029467,0.029467,0.07687100000000001,0.023061,0.026905000000000002,0.026905000000000002,0.6139140000000001,0.9958100000000001,0.056372000000000005
0.071746,0.135805,0.06918400000000001,0.066617,0.131961,1.598063,2.4441439999999997,0.546081,0.562703,0.032029,0.032029,0.026905000000000002,0.028186000000000003,0.079433,0.023061,0.028186000000000003,0.028186000000000003,0.6151949999999999,0.991967,0.052528
0.074308,0.13708599999999999,0.070465,0.080709,0.131961,1.590375,2.454393,0.546081,0.5511729999999999,0.034592000000000005,0.033311,0.035873,0.029467,0.078152,0.025624,0.028186000000000003,0.026905000000000002,0.6151949999999999,0.991967,0.044841000000000006
0.07687100000000001,0.13708599999999999,0.06918400000000001,0.080709,0.131961,1.589094,2.455675,0.546081,0.552454,0.033311,0.032029,0.028186000000000003,0.029467,0.07687100000000001,0.024342,0.029467,0.028186000000000003,0.6139140000000001,0.9945290000000001,0.047404
0.070465,0.135805,0.070465,0.080709,0.128118,1.581407,2.4518310000000003,0.5448,0.547329,0.033311,0.032029,0.028186000000000003,0.029467,0.078152,0.025624,0.028186000000000003,0.026905000000000002,0.6139140000000001,0.991967,0.033311
0.073027,0.13708599999999999,0.06918400000000001,0.07686599999999999,0.131961,1.58397,2.4441439999999997,0.543519,0.547329,0.033311,0.030748,0.025624,0.028186000000000003,0.078152,0.023061,0.026905000000000002,0.028186000000000003,0.612633,0.991967,0.030748
