"bvp_easy","bvp_hard"
3052.07805653033,3479.25345405875
1679.09544560568,1835.63631909482
950.208057177475,1586.7944433428
1413.00229324429,2781.45433919008
8997.58262456948,1536.79013137596
2064.55559010165,2769.13247789895
1310.69785754772,1656.2394490888
1663.81750071546,1317.74785440886
253.620850304371,1234.77995516082
270.228632967886,280.063957094478
